"","tweet_id","created_at","from","to","text","num","num_b"
"20","1755046251349840255",2024-02-07,"1048678307531841541","1354887897233539073","   that's so super awesome!! I've found other student/labor history in my research, but didn't totally expect DSA to pop up.

My primary focus is from 1968-1974, and our faculty &amp; grad union formed in that time span, hoping to see if there's any forgotten labor history there!!",4,1
"21","1755046251349840255",2024-02-07,"1048678307531841541","1389075431182139402","   that's so super awesome!! I've found other student/labor history in my research, but didn't totally expect DSA to pop up.

My primary focus is from 1968-1974, and our faculty &amp; grad union formed in that time span, hoping to see if there's any forgotten labor history there!!",4,1
"22","1755046251349840255",2024-02-07,"1048678307531841541","1611536561505697794","   that's so super awesome!! I've found other student/labor history in my research, but didn't totally expect DSA to pop up.

My primary focus is from 1968-1974, and our faculty &amp; grad union formed in that time span, hoping to see if there's any forgotten labor history there!!",4,1
"23","1755033594701947133",2024-02-07,"8332612","931257110129729536","RT : To refresh your memory... 

",0,0
"24","1755023126725898341",2024-02-07,"1595351371997396993","1319287761048723458"," Israel has 260bn is federal reserves. They are a military superpower with free healthcare and free student education up to grad. 

USA has fuck all. Why does the USA need to give Israel more money?",1,1
"25","1755007576725733446",2024-02-06,"4014838512","14981648","RT : 🎉🎉🎉🎉🎉

UNH graduate student workers poised to start union

“The cost of living is skyrocketing and the housing crisis contin…",4,1
"26","1754996693190258834",2024-02-06,"15949696","17762864","RT : Wisdom from Harold Meyerson: Pro-Union Joe and Grad Student Misgivings ",2,1
"27","1754967105353777405",2024-02-06,"970115109681967104","14981648","RT : 🎉🎉🎉🎉🎉

UNH graduate student workers poised to start union

“The cost of living is skyrocketing and the housing crisis contin…",4,1
"28","1754956773910306951",2024-02-06,"825372921245863936","14981648","RT : 🎉🎉🎉🎉🎉

UNH graduate student workers poised to start union

“The cost of living is skyrocketing and the housing crisis contin…",4,1
"29","1754954714444185873",2024-02-06,"3369826552","14981648","RT : 🎉🎉🎉🎉🎉

UNH graduate student workers poised to start union

“The cost of living is skyrocketing and the housing crisis contin…",4,1
"30","1754952212940308929",2024-02-06,"933302672043724802","1502413220513988612","RT :   Students should have reported him to University Authority through Student Union or Student Af…",1,1
"31","1754952212940308929",2024-02-06,"933302672043724802","2873574055","RT :   Students should have reported him to University Authority through Student Union or Student Af…",1,1
"32","1754952212940308929",2024-02-06,"933302672043724802","1197104246069637120","RT :   Students should have reported him to University Authority through Student Union or Student Af…",1,1
"33","1754938829671125440",2024-02-06,"304686852","14981648","RT : 🎉🎉🎉🎉🎉

UNH graduate student workers poised to start union

“The cost of living is skyrocketing and the housing crisis contin…",4,1
"34","1754936893320658958",2024-02-06,"392527249","3125557383"," And it is easy as a new grad/student to want to show off that clinical knowledge and how much you know and how hard you worked for your degree. But your patients also need to know that they are seen, heard, and cared about by their healthcare team.",2,1
"35","1754921517098344750",2024-02-06,"1502413220513988612","2873574055","  Students should have reported him to University Authority through Student Union or Student Affairs . I'm a graduate of the same University, it's awful and pathetic to see a tertiary students are being dealt this way.",2,1
"36","1754921517098344750",2024-02-06,"1502413220513988612","1197104246069637120","  Students should have reported him to University Authority through Student Union or Student Affairs . I'm a graduate of the same University, it's awful and pathetic to see a tertiary students are being dealt this way.",2,1
"37","1754917496551792839",2024-02-06,"16567880","14981648","RT : 🎉🎉🎉🎉🎉

UNH graduate student workers poised to start union

“The cost of living is skyrocketing and the housing crisis contin…",4,1
"38","1754914935199465748",2024-02-06,"1076903502071414784","14981648","RT : 🎉🎉🎉🎉🎉

UNH graduate student workers poised to start union

“The cost of living is skyrocketing and the housing crisis contin…",4,1
"39","1754912987108770140",2024-02-06,"1649057690247675904","14981648","RT : 🎉🎉🎉🎉🎉

UNH graduate student workers poised to start union

“The cost of living is skyrocketing and the housing crisis contin…",4,1
"40","1754911108006113585",2024-02-06,"555984374","14981648","RT : 🎉🎉🎉🎉🎉

UNH graduate student workers poised to start union

“The cost of living is skyrocketing and the housing crisis contin…",4,1
"41","1754910549325054371",2024-02-06,"1689112281404280832","14981648","RT : 🎉🎉🎉🎉🎉

UNH graduate student workers poised to start union

“The cost of living is skyrocketing and the housing crisis contin…",4,1
"42","1754910486351503845",2024-02-06,"41089713","14981648","RT : 🎉🎉🎉🎉🎉

UNH graduate student workers poised to start union

“The cost of living is skyrocketing and the housing crisis contin…",4,1
"43","1754909514069852658",2024-02-06,"1641149718","14981648","RT : 🎉🎉🎉🎉🎉

UNH graduate student workers poised to start union

“The cost of living is skyrocketing and the housing crisis contin…",4,1
"44","1754909341398770081",2024-02-06,"48200575","14981648","RT : 🎉🎉🎉🎉🎉

UNH graduate student workers poised to start union

“The cost of living is skyrocketing and the housing crisis contin…",4,1
"45","1754909079728767127",2024-02-06,"862790375517310976","14981648","RT : 🎉🎉🎉🎉🎉

UNH graduate student workers poised to start union

“The cost of living is skyrocketing and the housing crisis contin…",4,1
"46","1754909076801077594",2024-02-06,"286944108","14981648","RT : 🎉🎉🎉🎉🎉

UNH graduate student workers poised to start union

“The cost of living is skyrocketing and the housing crisis contin…",4,1
"47","1754908952356139291",2024-02-06,"3072560663","14981648","RT : 🎉🎉🎉🎉🎉

UNH graduate student workers poised to start union

“The cost of living is skyrocketing and the housing crisis contin…",4,1
"48","1754908326549229973",2024-02-06,"225301621","14981648","RT : 🎉🎉🎉🎉🎉

UNH graduate student workers poised to start union

“The cost of living is skyrocketing and the housing crisis contin…",4,1
"49","1754863984128246001",2024-02-06,"123347740","19334875","UNH graduate students move closer to unionizing: Low pay, high housing costs key issues  via ",2,1
"50","1754811183364706574",2024-02-06,"826449810492362756","1241037186763350016","RT : We're hiring a UC Graduate Student Researcher focused on labor + employment. The position is part hybrid, part in-perso…",2,1
"51","1754670686872740182",2024-02-06,"4854532660","1241037186763350016","RT : We're hiring a UC Graduate Student Researcher focused on labor + employment. The position is part hybrid, part in-perso…",2,1
"52","1754652967783870829",2024-02-05,"1416022111","1241037186763350016","RT : We're hiring a UC Graduate Student Researcher focused on labor + employment. The position is part hybrid, part in-perso…",2,1
"53","1754606653138231638",2024-02-05,"1326613894899658753","897785401884237824"," I got the idea from a grad student at Harvard who knits during seminars. I really recommend it as a leisure/relaxing activity. It’s really rewarding to see the tangible products of your labor (to contrast the intangible nature of most academic work).",4,1
"54","1754604991241912391",2024-02-05,"191272793","34303729","RT : JOIN EDDIE IN PROTECTING THE ENVIRONMENT!

🎓 Are you a student or recent college graduate interested in being part of a dyn…",2,1
"55","1754581912641847555",2024-02-05,"34303729","14615871","JOIN EDDIE IN PROTECTING THE ENVIRONMENT!

🎓 Are you a student or recent college graduate interested in being part of a dynamic team dedicated to improving the health of Americans?

👋  is looking for several Contract Specialists:  ",4,1
"56","1754574399280165289",2024-02-05,"1352743875476140032","2980068298","RT : Congrats, Ethan! In addition to working towards this pro contract, Ethan has been behind the scenes with NPU sports info as…",5,1
"57","1754572060192567632",2024-02-05,"1303396375875510272","863923048172408833","RT : I love that  &amp; I have made our office a designated  storage space. We're ready for our End Grad…",1,1
"58","1754572060192567632",2024-02-05,"1303396375875510272","1516839487","RT : I love that  &amp; I have made our office a designated  storage space. We're ready for our End Grad…",1,1
"59","1754572060192567632",2024-02-05,"1303396375875510272","1303396375875510272","RT : I love that  &amp; I have made our office a designated  storage space. We're ready for our End Grad…",1,1
"60","1754570034327040150",2024-02-05,"863923048172408833","1516839487","I love that  &amp; I have made our office a designated  storage space. We're ready for our End Grad Student Fees rally – next Mon Feb 12 from 11-1 outside the city campus union by the fountain. Come share what student fees are costing you! EndTheFees ",4,1
"61","1754570034327040150",2024-02-05,"863923048172408833","1303396375875510272","I love that  &amp; I have made our office a designated  storage space. We're ready for our End Grad Student Fees rally – next Mon Feb 12 from 11-1 outside the city campus union by the fountain. Come share what student fees are costing you! EndTheFees ",4,1
"62","1754556470258282757",2024-02-05,"925134976252702720","1241037186763350016","RT : We're hiring a UC Graduate Student Researcher focused on labor + employment. The position is part hybrid, part in-perso…",2,1
"63","1754343243859538399",2024-02-05,"1625626783042179072","1527375115796656135","RT :  Popilush 

Get cozy with Popilush's stylish loungewear.   

Perfect for those lazy days without compr…",0,0
"64","1754251567044145156",2024-02-04,"1020775611667709956","170202195","    As a grad student, I was part of a union under the UAW. Years prior, the union fought for and won increased wages for TAs and medical benefits. That was the continued focus when I was there 15 years ago. The symbolic social justice stuff wasn't really part of it",3,1
"65","1754251567044145156",2024-02-04,"1020775611667709956","21593647","    As a grad student, I was part of a union under the UAW. Years prior, the union fought for and won increased wages for TAs and medical benefits. That was the continued focus when I was there 15 years ago. The symbolic social justice stuff wasn't really part of it",3,1
"66","1754251567044145156",2024-02-04,"1020775611667709956","214337395","    As a grad student, I was part of a union under the UAW. Years prior, the union fought for and won increased wages for TAs and medical benefits. That was the continued focus when I was there 15 years ago. The symbolic social justice stuff wasn't really part of it",3,1
"67","1754251567044145156",2024-02-04,"1020775611667709956","50446226","    As a grad student, I was part of a union under the UAW. Years prior, the union fought for and won increased wages for TAs and medical benefits. That was the continued focus when I was there 15 years ago. The symbolic social justice stuff wasn't really part of it",3,1
"68","1754000551556075581",2024-02-04,"2185586300","16347021"," Graduate Student Union? Like, I guess if he doesn’t have a grip on a clear authority, he could be agitating for students to be nasty to you collectively? (Idk if y’all are profs.)",3,1
"69","1753990162520965538",2024-02-04,"1458052418","2763997308","  She’s a Northwestern Grad (considered one of top Universities in the US). I was there when she returned to campus to support her TV show with Patrick Adams at student union. Was never dropped from Suits.",2,1
"70","1753990162520965538",2024-02-04,"1458052418","1547568463261999106","  She’s a Northwestern Grad (considered one of top Universities in the US). I was there when she returned to campus to support her TV show with Patrick Adams at student union. Was never dropped from Suits.",2,1
"71","1753940688994206084",2024-02-04,"1046611380831318017","1389506293891698693","  Who MAGA republicans— name who ? 
Yes the student loan relief is a sham — they go to school graduate n get good jobs — to pay their debt — 
However the healthcare relief is awesome especially those in dire need to make ends meet",2,1
"72","1753940688994206084",2024-02-04,"1046611380831318017","878284831","  Who MAGA republicans— name who ? 
Yes the student loan relief is a sham — they go to school graduate n get good jobs — to pay their debt — 
However the healthcare relief is awesome especially those in dire need to make ends meet",2,1
"73","1753877228251697485",2024-02-03,"15996527","2873884427"," Thank you 🙏🙏 good call on the union stuff, as far as I'm aware NYU does have a graduate student union so I will definitely be looking into that!",1,1
"74","1753858048148246947",2024-02-03,"1413339677256413188","602538744"," Dr. Kniss has considered having his Weed Science class spend a lab hand weeding like a quarter acre plot and timing themselves. Then right when they finish have a grad student hit it with glyphosate. Then calculate the labor and input costs on a per acre basis.",3,1
"75","1753789818931163252",2024-02-03,"1554139309090881537","1303396375875510272","RT : Join us in rallying against having to pay to work on Mon, Feb 12 from 11 AM-1 PM outside the union by the fountain. You'll…",4,1
"76","1753785485627973954",2024-02-03,"1726985750606962688","14611587","  If you told Americans that 25% of the UAW endorsement is influenced by GRADUATE STUDENT UNION MEMBERS than people would not take the endorsement seriously.

You’re more likely to get the opinion of a UC employee than a stellantis employee. 

ITS A FARCE",4,1
"77","1753785485627973954",2024-02-03,"1726985750606962688","15446531","  If you told Americans that 25% of the UAW endorsement is influenced by GRADUATE STUDENT UNION MEMBERS than people would not take the endorsement seriously.

You’re more likely to get the opinion of a UC employee than a stellantis employee. 

ITS A FARCE",4,1
"78","1753783592767893619",2024-02-03,"1726985750606962688","14611587","  I mean it WAS a trade union until they opened it up to the least likable people in America — unionized grad student activists

It’s almost like they’re hiding behind a historic symbol that was meant for something entirely different than post graduate “labor”",4,1
"79","1753783592767893619",2024-02-03,"1726985750606962688","15446531","  I mean it WAS a trade union until they opened it up to the least likable people in America — unionized grad student activists

It’s almost like they’re hiding behind a historic symbol that was meant for something entirely different than post graduate “labor”",4,1
"80","1753778985622810952",2024-02-03,"485195061","1303396375875510272","RT : Join us in rallying against having to pay to work on Mon, Feb 12 from 11 AM-1 PM outside the union by the fountain. You'll…",4,1
"81","1753766406636909017",2024-02-03,"1577678696822935553","1259147897817280512","  My personal experiences today I feel hopeless, for my young adult children. One union worker one college grad, neither of them can afford to move out on their own. Four years ago they had goals, now they feel defeated. it’s sad and no one had to tell me, we feel it.",4,1
"82","1753766406636909017",2024-02-03,"1577678696822935553","1517524978115268608","  My personal experiences today I feel hopeless, for my young adult children. One union worker one college grad, neither of them can afford to move out on their own. Four years ago they had goals, now they feel defeated. it’s sad and no one had to tell me, we feel it.",4,1
"83","1753655738155536809",2024-02-03,"38400888","1303396375875510272","RT : Join us in rallying against having to pay to work on Mon, Feb 12 from 11 AM-1 PM outside the union by the fountain. You'll…",4,1
"84","1753624856459936068",2024-02-03,"363608250","1303396375875510272","RT : Join us in rallying against having to pay to work on Mon, Feb 12 from 11 AM-1 PM outside the union by the fountain. You'll…",4,1
"85","1753621350080471327",2024-02-03,"16127862","1303396375875510272","RT : Join us in rallying against having to pay to work on Mon, Feb 12 from 11 AM-1 PM outside the union by the fountain. You'll…",4,1
"86","1753611044990431452",2024-02-03,"1166285319022338048","420974569","RT : 19/10/2022: Received a certificate of appreciation from our Hon'ble Director , New Delhi (Dr. ) in reco…",0,0
"87","1753611044990431452",2024-02-03,"1166285319022338048","1044909580763820037","RT : 19/10/2022: Received a certificate of appreciation from our Hon'ble Director , New Delhi (Dr. ) in reco…",0,0
"88","1753611044990431452",2024-02-03,"1166285319022338048","2890004220","RT : 19/10/2022: Received a certificate of appreciation from our Hon'ble Director , New Delhi (Dr. ) in reco…",0,0
"89","1753609876192870767",2024-02-03,"69136365","1303396375875510272","RT : Join us in rallying against having to pay to work on Mon, Feb 12 from 11 AM-1 PM outside the union by the fountain. You'll…",4,1
"90","1753489523445518823",2024-02-02,"1344368367948468230","195129672","  Indeed. University of California student employees are unionized with the UAW. 

While a grad student at UCSD, I helped organize and bargain for the UC-wide contract adopted in 2008. 

UC Santa Cruz and Santa Barbara union reps wanted to strike to try to win insurance coverage… ",11,1
"91","1753489523445518823",2024-02-02,"1344368367948468230","214337395","  Indeed. University of California student employees are unionized with the UAW. 

While a grad student at UCSD, I helped organize and bargain for the UC-wide contract adopted in 2008. 

UC Santa Cruz and Santa Barbara union reps wanted to strike to try to win insurance coverage… ",11,1
"92","1753486226458570874",2024-02-02,"35552636","1303396375875510272","RT : Join us in rallying against having to pay to work on Mon, Feb 12 from 11 AM-1 PM outside the union by the fountain. You'll…",4,1
"93","1753467894485147926",2024-02-02,"91829856","16738904"," So umm... Are you free tomorrow night? 😅

(Only not in a labour union because grad student).",1,1
"94","1753462777564598654",2024-02-02,"863923048172408833","1303396375875510272","RT : Join us in rallying against having to pay to work on Mon, Feb 12 from 11 AM-1 PM outside the union by the fountain. You'll…",4,1
"95","1753449893824286997",2024-02-02,"3003583004","213351578","Don’t miss Brady, Capital grad, and Simone at  today! They are set up in the student union until 1pm.  lscfellowship stategovernment publicservice Ohio legislativefellowship mediaproduction ",4,1
"96","1753448835018375375",2024-02-02,"45892129","1615782013168156672","RT : “Garber’s role during that time was basically leading the most vicious anti-union campaign that we’ve seen in grad worker…",4,1
"97","1753439466486661231",2024-02-02,"174223715","1615782013168156672","RT : “Garber’s role during that time was basically leading the most vicious anti-union campaign that we’ve seen in grad worker…",4,1
"98","1753434913188254202",2024-02-02,"1615782013168156672","830173092358057985","“Garber’s role during that time was basically leading the most vicious anti-union campaign that we’ve seen in grad worker unionization,”  said.

",5,1
"99","1753418822311387190",2024-02-02,"420974569","420974569","RT : 19/10/2022: Received a certificate of appreciation from our Hon'ble Director , New Delhi (Dr. ) in reco…",0,0
"100","1753418822311387190",2024-02-02,"420974569","1044909580763820037","RT : 19/10/2022: Received a certificate of appreciation from our Hon'ble Director , New Delhi (Dr. ) in reco…",0,0
"101","1753418822311387190",2024-02-02,"420974569","2890004220","RT : 19/10/2022: Received a certificate of appreciation from our Hon'ble Director , New Delhi (Dr. ) in reco…",0,0
"102","1753397669786009967",2024-02-02,"186480906","72931773","RT : Are you a  postdoc or grad student? On March 28, you're invited to show off your science, pop culture and miscella…",0,0
"103","1753397669786009967",2024-02-02,"186480906","15763818","RT : Are you a  postdoc or grad student? On March 28, you're invited to show off your science, pop culture and miscella…",0,0
"104","1753174399467897114",2024-02-01,"72931773","15763818","Are you a  postdoc or grad student? On March 28, you're invited to show off your science, pop culture and miscellaneous trivia knowledge with the WARF Ambassadors at Union South! ",1,1
"105","1753151657800610134",2024-02-01,"17399106","1246534459","RT : Hundreds of graduate student workers at the University of Pittsburgh rallied inside and outside the Cathedral of Learning s…",3,1
"106","1753149610346897421",2024-02-01,"50473168","1246534459","RT : Hundreds of graduate student workers at the University of Pittsburgh rallied inside and outside the Cathedral of Learning s…",3,1
"107","1753149149917118640",2024-02-01,"1246534459","3245450328","Hundreds of graduate student workers at the University of Pittsburgh rallied inside and outside the Cathedral of Learning seeking union recognition, reported  labor ICYMI via  ",6,1
"108","1753149149917118640",2024-02-01,"1246534459","20269833","Hundreds of graduate student workers at the University of Pittsburgh rallied inside and outside the Cathedral of Learning seeking union recognition, reported  labor ICYMI via  ",6,1
"109","1753142956100640811",2024-02-01,"1377405014","1241037186763350016","RT : We're hiring a UC Graduate Student Researcher focused on labor + employment. The position is part hybrid, part in-perso…",2,1
"110","1753142614965018825",2024-02-01,"809024131","784093476711432192","RT : Happening tomorrow from 9am-6pm in the Columbia Law School: ""Labor: Past &amp; Present.""

Attend to explore questions on th…",1,1
"111","1753137191667044361",2024-02-01,"2890315623","1325164933416275969"," yayyyyy we're trying to organize a category of grad student workers on my campus (which includes my job) that isn't covered by the current grad workers union contract",8,1
"112","1753128355891642588",2024-02-01,"2707743156","950398910778003456"," in grad school and have two part-time jobs as a front desk assistant (very low-key, can do classwork during my shifts) and as an opposition researcher (more towards my field but also more labor-intensive)",5,1
"113","1753116843399692708",2024-02-01,"1532568386072285184","1280343927502131202","RT : At our grad worker organizing panel at this month’s GM, unionists from ,  , , TUGWU at…",4,1
"114","1753116843399692708",2024-02-01,"1532568386072285184","867770867991928833","RT : At our grad worker organizing panel at this month’s GM, unionists from ,  , , TUGWU at…",4,1
"115","1753116843399692708",2024-02-01,"1532568386072285184","4835263335","RT : At our grad worker organizing panel at this month’s GM, unionists from ,  , , TUGWU at…",4,1
"116","1753116843399692708",2024-02-01,"1532568386072285184","826512369161469952","RT : At our grad worker organizing panel at this month’s GM, unionists from ,  , , TUGWU at…",4,1
"117","1753082498534285775",2024-02-01,"784093476711432192","809024131","Happening tomorrow from 9am-6pm in the Columbia Law School: ""Labor: Past &amp; Present.""

Attend to explore questions on the history of labor through the research of graduate student panelists and roundtable discussions.

   ",1,1
"118","1753082498534285775",2024-02-01,"784093476711432192","1555213415018381318","Happening tomorrow from 9am-6pm in the Columbia Law School: ""Labor: Past &amp; Present.""

Attend to explore questions on the history of labor through the research of graduate student panelists and roundtable discussions.

   ",1,1
"119","1753082498534285775",2024-02-01,"784093476711432192","895679740106821632","Happening tomorrow from 9am-6pm in the Columbia Law School: ""Labor: Past &amp; Present.""

Attend to explore questions on the history of labor through the research of graduate student panelists and roundtable discussions.

   ",1,1
"120","1753080894884393184",2024-02-01,"1356433140919767040","824055392","RT : Digitization alert! The SWHA coordinated with faculty and grad student  members of the Social Welfare History Group to crowd so…",2,1
"121","1753028060352245774",2024-02-01,"1483806881676238852","1179004729034231809","  When the history is written about the death spiral of STEM, there will be a chapter on graduate student unions. 

MIT Graduate Student Union squares off against the Title IX IDHR gestapo
",2,1
"122","1753028060352245774",2024-02-01,"1483806881676238852","15460048","  When the history is written about the death spiral of STEM, there will be a chapter on graduate student unions. 

MIT Graduate Student Union squares off against the Title IX IDHR gestapo
",2,1
"123","1752879004384739496",2024-02-01,"3608853612","1675037733155135488","RT : The York Federation of Students and the Graduate Student Union celebrated Oct. 7 as a ""strong act of resistance"" agains…",3,1
"124","1752876854191505434",2024-02-01,"1265508282694799366","1082009207552069632","RT : And maybe… just maybe…we shouldn’t have to shut up about food insecurity. Join your local grad student union today 📋",3,1
"125","1752845562230042687",2024-02-01,"1294803005976584193","1675037733155135488","RT : The York Federation of Students and the Graduate Student Union celebrated Oct. 7 as a ""strong act of resistance"" agains…",3,1
"126","1752828221949972517",2024-01-31,"739725441150246912","2623775272","RT : SEEKING PARTICIPANTS!! Are you studying a healthcare related degree or a recent graduate (2 years)? My undergraduate stu…",0,0
"127","1752818920266842487",2024-01-31,"2578044636","15832179","RT : GPSS President Christine Cain said a petition required for Iowa State graduate students to vote on unionizing has reach…",4,1
"128","1752802016479367232",2024-01-31,"1531837428604055553","704966810","RT : Mr. Maynard Batiste was the first black graduate of UHS in 1974. Yesterday, he joined Black Student Union president Monre…",3,1
"129","1757939585210859614",2024-02-15,"54720367","885491956037689344","RT : Akanksha Singh, a UMD grad worker  from Atmospheric and Oceanic Science, spoke at meeting during the  CAP conference about…",2,1
"130","1757939585210859614",2024-02-15,"54720367","15854702","RT : Akanksha Singh, a UMD grad worker  from Atmospheric and Oceanic Science, spoke at meeting during the  CAP conference about…",2,1
"131","1757939078597689357",2024-02-15,"54720367","885491956037689344","RT : Grad worker Ivy Lyons stands up and speaks out. ""We are WORKERS who are compensated for our LABOR just like any other!"" 
coll…",5,1
"132","1757907895260426470",2024-02-14,"810893998705541120","1649031618957389826","  He was employed has a contract staff through an outsourcing firm. He is never a core staff. Graduate assistant or executive trainee don’t do teller",2,1
"133","1757907895260426470",2024-02-14,"810893998705541120","2317053331","  He was employed has a contract staff through an outsourcing firm. He is never a core staff. Graduate assistant or executive trainee don’t do teller",2,1
"134","1757904588412436730",2024-02-14,"1546701890","2317053331"," Let me break it down for you. Unfortunately you missed Graduate assistant GA/contract 4 -5years to ET, ET to EA 4years, EA to SEA 5years, SEA to ABO 6years, ABO to BO 7years, BO to AM 8 years, AM to SAM 9 years, SAM to DM 10 years, DM to Manager is indeterminate. Just add it up",2,1
"135","1757824625969672324",2024-02-14,"913062226595999744","1004821397938606081","RT : okay, I contented myself with subtweeting this before, but: this is an absolutely outrageous piece. ",0,0
"136","1757645048098021738",2024-02-14,"1939284115","1004821397938606081","RT : okay, I contented myself with subtweeting this before, but: this is an absolutely outrageous piece. ",0,0
"137","1757597951860392163",2024-02-14,"1193787479037530112","1004821397938606081","RT : okay, I contented myself with subtweeting this before, but: this is an absolutely outrageous piece. ",0,0
"138","1757579944010698834",2024-02-14,"4061734469","1143052759786278912"," We had /called it a health justice course. Student led and run. Curriculum included community members from the neighborhood that came to talk on local issues and relationships w the institution.  (Also had grad school union organizers come speak)..",7,1
"139","1757526286338023927",2024-02-13,"3138674019","21812439","RT : A group of graduate students at UNL rallied outside of the Nebraska Union today to voice their concerns over student fees and…",2,1
"140","1757461194200187271",2024-02-13,"277880167","1004821397938606081","RT : okay, I contented myself with subtweeting this before, but: this is an absolutely outrageous piece. ",0,0
"141","1757458298251649225",2024-02-13,"1554139309090881537","21812439","RT : A group of graduate students at UNL rallied outside of the Nebraska Union today to voice their concerns over student fees and…",2,1
"142","1757440118263026052",2024-02-13,"1303396375875510272","21812439","RT : A group of graduate students at UNL rallied outside of the Nebraska Union today to voice their concerns over student fees and…",2,1
"143","1757428833102475387",2024-02-13,"1329645944","176409735","RT : NUtech Ventures is seeking 3 to 4 commercialization analyst interns.  We are looking for graduate or senior undergradua…",0,0
"144","1757425008933326850",2024-02-13,"396748448","1241841751","RT : We are excited to announce that the first talk in this semester’s Graduate Lecture Series will be given by Emma Bradford on 2/1…",0,0
"145","1757246998955065379",2024-02-13,"363608250","21812439","RT : A group of graduate students at UNL rallied outside of the Nebraska Union today to voice their concerns over student fees and…",2,1
"146","1757243999276957707",2024-02-13,"941014175320608768","885491956037689344","RT : Grad worker Ivy Lyons stands up and speaks out. ""We are WORKERS who are compensated for our LABOR just like any other!"" 
coll…",5,1
"147","1757240755377061919",2024-02-13,"863923048172408833","21812439","RT : A group of graduate students at UNL rallied outside of the Nebraska Union today to voice their concerns over student fees and…",2,1
"148","1757212005054714193",2024-02-13,"1531365083728822272","1143151020"," Gotta wonder if Dartmouth's recent experience with the Student Workers Collective and the Graduate Organized Laborers, and the mounting legal fees from those efforts to resist union organizing by students, will color their decisions about resisting the basketball players.",10,1
"149","1757192995567247438",2024-02-13,"171691486","268476335","RT : In a big victory for labor, grad student teachers and researchers at Caltech vote OVERWHELMINGLY -- 799 to 246 -- in fav…",2,1
"150","1757182923969626207",2024-02-12,"1453270633","2254413501","RT : THE ORANGE CLOWN VOTER…Do You Think there is an Orange Fuck Voter who is an Educated Woman, A College Graduate looking for…",1,1
"151","1757180406070161808",2024-02-12,"1552134277684502531","2254413501","RT : THE ORANGE CLOWN VOTER…Do You Think there is an Orange Fuck Voter who is an Educated Woman, A College Graduate looking for…",1,1
